ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00173,IT0001018,17-DEC-2014 12.00.00.000000000 AM,290289,1900,12-JAN-2015 12.00.00.000000000 AM,21400187,500
ES1,C00173,IT0001018,17-DEC-2014 12.00.00.000000000 AM,290289,1900,30-JAN-2015 12.00.00.000000000 AM,21400707,900
ES1,C00237,IT0001170,18-DEC-2014 12.00.00.000000000 AM,290292,200,19-JAN-2015 12.00.00.000000000 AM,21400391,40
ES1,C00237,IT0001170,18-DEC-2014 12.00.00.000000000 AM,290292,200,12-JAN-2015 12.00.00.000000000 AM,21400188,96
ES1,C00237,IT0001024,18-DEC-2014 12.00.00.000000000 AM,290292,640,12-JAN-2015 12.00.00.000000000 AM,21400188,320
ES1,C00237,IT0001024,18-DEC-2014 12.00.00.000000000 AM,290292,640,16-FEB-2015 12.00.00.000000000 AM,21401118,160
ES1,C00112,IT0001096,30-DEC-2014 12.00.00.000000000 AM,290307,800,19-JAN-2015 12.00.00.000000000 AM,21400388,800
ES3,C00184,IT0001318,14-SEP-2014 12.00.00.000000000 AM,280238,120000,13-JAN-2015 12.00.00.000000000 AM,21400262,24000
ES3,C00184,IT0001318,14-SEP-2014 12.00.00.000000000 AM,280238,120000,26-FEB-2015 12.00.00.000000000 AM,21401498,24000
ES3,C00311,IT0001307,22-JAN-2015 12.00.00.000000000 AM,280295,5000,30-JAN-2015 12.00.00.000000000 AM,21400730,834
ES3,C00311,IT0001307,22-JAN-2015 12.00.00.000000000 AM,280295,5000,03-FEB-2015 12.00.00.000000000 AM,21400777,2000
ES3,C00311,IT0001307,22-JAN-2015 12.00.00.000000000 AM,280295,5000,09-FEB-2015 12.00.00.000000000 AM,21401027,2166
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,04-JAN-2015 12.00.00.000000000 AM,21400003,640
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,06-JAN-2015 12.00.00.000000000 AM,21400070,160
ES1,C00252,IT0001096,14-DEC-2014 12.00.00.000000000 AM,290285,2000,15-JAN-2015 12.00.00.000000000 AM,21400300,80
ES1,C00297,IT0001502,17-DEC-2014 12.00.00.000000000 AM,290288,100,08-FEB-2015 12.00.00.000000000 AM,21400919,100
ES1,C00297,IT0001505,17-DEC-2014 12.00.00.000000000 AM,290288,150,08-FEB-2015 12.00.00.000000000 AM,21400919,150
ES1,C00237,IT0001084,18-JAN-2015 12.00.00.000000000 AM,290325,500,19-JAN-2015 12.00.00.000000000 AM,21400389,500
ES1,C00237,IT0001096,18-JAN-2015 12.00.00.000000000 AM,290325,320,19-JAN-2015 12.00.00.000000000 AM,21400389,320
ES1,C00152,IT0001471,22-JAN-2015 12.00.00.000000000 AM,290331,25,10-FEB-2015 12.00.00.000000000 AM,21400975,25
ES1,C00224,IT0001403,07-NOV-2014 12.00.00.000000000 AM,220867,20,09-JAN-2015 12.00.00.000000000 AM,21400151,20
ES1,C00225,IT0001525,03-DEC-2014 12.00.00.000000000 AM,220883,510,26-FEB-2015 12.00.00.000000000 AM,21401440,510
ES1,C00224,IT0001491,14-JAN-2015 12.00.00.000000000 AM,220894,200,08-FEB-2015 12.00.00.000000000 AM,21400916,90
ES1,C00283,IT0001076,11-FEB-2015 12.00.00.000000000 AM,257213,250,20-FEB-2015 12.00.00.000000000 AM,21401346,250
ES1,C00246,IT0001151,15-FEB-2015 12.00.00.000000000 AM,257230,72,17-FEB-2015 12.00.00.000000000 AM,21401197,72
ES1,C00312,IT0001151,15-FEB-2015 12.00.00.000000000 AM,257233,96,16-FEB-2015 12.00.00.000000000 AM,21401170,96
ES1,C00246,IT0001151,17-FEB-2015 12.00.00.000000000 AM,257253,96,17-FEB-2015 12.00.00.000000000 AM,21401199,96
ES1,C00128,IT0001108,29-JUL-2014 12.00.00.000000000 AM,255985,650,09-JAN-2015 12.00.00.000000000 AM,21400208,130
ES1,C00102,IT0001481,28-DEC-2014 12.00.00.000000000 AM,256881,50,21-JAN-2015 12.00.00.000000000 AM,21400463,50
ES3,C00139,IT0001076,13-JAN-2015 12.00.00.000000000 AM,256964,138,14-JAN-2015 12.00.00.000000000 AM,21400280,138
ES1,C00301,IT0001159,12-JAN-2015 12.00.00.000000000 AM,256981,40,15-JAN-2015 12.00.00.000000000 AM,21400317,40
ES1,C00135,IT0001197,15-JAN-2015 12.00.00.000000000 AM,290323,700,02-FEB-2015 12.00.00.000000000 AM,21400743,700
ES1,C00245,IT0001048,18-JAN-2015 12.00.00.000000000 AM,290326,250,25-JAN-2015 12.00.00.000000000 AM,21400505,250
ES1,C00245,IT0001088,18-JAN-2015 12.00.00.000000000 AM,290326,640,02-FEB-2015 12.00.00.000000000 AM,21400747,640
ES1,C00245,IT0001162,18-JAN-2015 12.00.00.000000000 AM,290326,100,25-JAN-2015 12.00.00.000000000 AM,21400505,100
ES1,C00206,IT0001024,17-FEB-2015 12.00.00.000000000 AM,290363,480,25-FEB-2015 12.00.00.000000000 AM,21401409,480
ES1,C00224,IT0001093,21-SEP-2014 12.00.00.000000000 AM,220849,334,09-JAN-2015 12.00.00.000000000 AM,21400150,109
ES1,C00225,IT0001527,23-NOV-2014 12.00.00.000000000 AM,220875,45,18-FEB-2015 12.00.00.000000000 AM,21401213,45
ES3,C00277,IT0001088,26-DEC-2014 12.00.00.000000000 AM,256813,1040,06-JAN-2015 12.00.00.000000000 AM,21400110,80
ES3,C00277,IT0001088,26-DEC-2014 12.00.00.000000000 AM,256813,1040,06-JAN-2015 12.00.00.000000000 AM,21400110,960
ES3,C00335,IT0001020,05-JAN-2015 12.00.00.000000000 AM,256916,1120,05-JAN-2015 12.00.00.000000000 AM,21400087,320
ES3,C00335,IT0001020,05-JAN-2015 12.00.00.000000000 AM,256916,1120,07-JAN-2015 12.00.00.000000000 AM,21400146,160
ES3,C00335,IT0001020,05-JAN-2015 12.00.00.000000000 AM,256916,1120,09-JAN-2015 12.00.00.000000000 AM,21400221,480
ES3,C00335,IT0001020,05-JAN-2015 12.00.00.000000000 AM,256916,1120,13-JAN-2015 12.00.00.000000000 AM,21400246,160
ES3,C00335,IT0001124,05-JAN-2015 12.00.00.000000000 AM,256916,16,07-JAN-2015 12.00.00.000000000 AM,21400146,16
ES3,C00335,IT0001162,05-JAN-2015 12.00.00.000000000 AM,256916,40,13-JAN-2015 12.00.00.000000000 AM,21400246,40
ES1,C00281,IT0001012,05-JAN-2015 12.00.00.000000000 AM,256919,1000,05-JAN-2015 12.00.00.000000000 AM,21400081,1000
ES1,C00311,IT0001088,14-JAN-2015 12.00.00.000000000 AM,256999,960,16-JAN-2015 12.00.00.000000000 AM,21400380,320
ES1,C00311,IT0001088,14-JAN-2015 12.00.00.000000000 AM,256999,960,20-JAN-2015 12.00.00.000000000 AM,21400435,320
ES1,C00311,IT0001088,14-JAN-2015 12.00.00.000000000 AM,256999,960,23-JAN-2015 12.00.00.000000000 AM,21400506,320
ES1,C00154,IT0001076,15-JAN-2015 12.00.00.000000000 AM,257002,50,15-JAN-2015 12.00.00.000000000 AM,21400310,50
ES3,C00315,IT0001076,28-JAN-2015 12.00.00.000000000 AM,257085,500,03-FEB-2015 12.00.00.000000000 AM,21400803,250
ES3,C00315,IT0001076,28-JAN-2015 12.00.00.000000000 AM,257085,500,16-FEB-2015 12.00.00.000000000 AM,21401176,250
ES3,C00315,IT0001162,30-JAN-2015 12.00.00.000000000 AM,257105,64,06-FEB-2015 12.00.00.000000000 AM,21400903,64
ES1,C00240,IT0001376,03-FEB-2015 12.00.00.000000000 AM,257142,13,05-FEB-2015 12.00.00.000000000 AM,21400860,13
ES3,C00313,IT0001068,05-FEB-2015 12.00.00.000000000 AM,257165,72,20-FEB-2015 12.00.00.000000000 AM,21401335,72
ES3,C00316,IT0001124,11-FEB-2015 12.00.00.000000000 AM,257211,64,18-FEB-2015 12.00.00.000000000 AM,21401254,64
ES1,C00281,IT0001012,13-FEB-2015 12.00.00.000000000 AM,257225,1500,17-FEB-2015 12.00.00.000000000 AM,21401245,250
ES1,C00281,IT0001012,13-FEB-2015 12.00.00.000000000 AM,257225,1500,22-FEB-2015 12.00.00.000000000 AM,21401367,500
ES3,C00196,IT0001068,19-FEB-2015 12.00.00.000000000 AM,257271,72,26-FEB-2015 12.00.00.000000000 AM,21401449,72
ES3,C00113,IT0001020,23-FEB-2015 12.00.00.000000000 AM,257291,480,24-FEB-2015 12.00.00.000000000 AM,21401399,320
ES3,C00113,IT0001020,23-FEB-2015 12.00.00.000000000 AM,257291,480,24-FEB-2015 12.00.00.000000000 AM,21401399,160
ES1,C00224,IT0001059,19-FEB-2015 12.00.00.000000000 AM,220916,60,25-FEB-2015 12.00.00.000000000 AM,21401436,60
ES1,C00224,IT0001118,19-FEB-2015 12.00.00.000000000 AM,220916,15,25-FEB-2015 12.00.00.000000000 AM,21401436,15
ES1,C00224,IT0001394,19-FEB-2015 12.00.00.000000000 AM,220916,6,25-FEB-2015 12.00.00.000000000 AM,21401436,6
ES1,C00224,IT0001412,19-FEB-2015 12.00.00.000000000 AM,220916,13,25-FEB-2015 12.00.00.000000000 AM,21401436,13
ES1,C00245,IT0001389,09-JAN-2015 12.00.00.000000000 AM,290318,250,30-JAN-2015 12.00.00.000000000 AM,21400724,250
ES3,C00116,IT0001031,28-JAN-2015 12.00.00.000000000 AM,290341,200,15-FEB-2015 12.00.00.000000000 AM,21401073,200
ESR,C00313,IT0001476,22-JAN-2015 12.00.00.000000000 AM,257047,-25,22-JAN-2015 12.00.00.000000000 AM,21400003,-25
ES3,C00205,IT0001012,29-JAN-2015 12.00.00.000000000 AM,257090,750,09-FEB-2015 12.00.00.000000000 AM,21400965,500
ES3,C00205,IT0001012,29-JAN-2015 12.00.00.000000000 AM,257090,750,12-FEB-2015 12.00.00.000000000 AM,21401060,250
ES3,C00205,IT0001068,29-JAN-2015 12.00.00.000000000 AM,257090,72,27-FEB-2015 12.00.00.000000000 AM,21401505,72
ES3,C00313,IT0001012,02-FEB-2015 12.00.00.000000000 AM,257127,500,06-FEB-2015 12.00.00.000000000 AM,21400900,250
ES3,C00313,IT0001012,02-FEB-2015 12.00.00.000000000 AM,257127,500,08-FEB-2015 12.00.00.000000000 AM,21400943,250
ES1,C00126,IT0001101,04-FEB-2015 12.00.00.000000000 AM,257153,180,06-FEB-2015 12.00.00.000000000 AM,21400889,180
ES1,C00225,IT0001522,19-OCT-2014 12.00.00.000000000 AM,220860,150,13-JAN-2015 12.00.00.000000000 AM,21400253,150
ES1,C00225,IT0001225,23-NOV-2014 12.00.00.000000000 AM,220874,104,10-FEB-2015 12.00.00.000000000 AM,21400984,104
ES1,C00224,IT0001118,14-JAN-2015 12.00.00.000000000 AM,220893,10,25-FEB-2015 12.00.00.000000000 AM,21401435,10
ES3,C00342,IT0001162,16-DEC-2014 12.00.00.000000000 AM,256811,32,14-JAN-2015 12.00.00.000000000 AM,21400293,32
ES1,C00301,IT0001076,23-DEC-2014 12.00.00.000000000 AM,256860,250,09-JAN-2015 12.00.00.000000000 AM,21400184,250
ES1,C00312,IT0001162,28-DEC-2014 12.00.00.000000000 AM,256874,16,13-JAN-2015 12.00.00.000000000 AM,21400288,8
ES1,C00101,IT0001076,04-JAN-2015 12.00.00.000000000 AM,256900,1000,13-JAN-2015 12.00.00.000000000 AM,21400231,1000
ES1,C00110,IT0001433,06-JAN-2015 12.00.00.000000000 AM,256937,2,07-JAN-2015 12.00.00.000000000 AM,21400096,2
ES1,C00246,IT0001471,08-JAN-2015 12.00.00.000000000 AM,256957,63,08-JAN-2015 12.00.00.000000000 AM,21400167,63
ES3,C00277,IT0001076,08-JAN-2015 12.00.00.000000000 AM,256960,250,16-JAN-2015 12.00.00.000000000 AM,21400348,250
ES1,C00216,IT0001012,13-JAN-2015 12.00.00.000000000 AM,256983,250,15-JAN-2015 12.00.00.000000000 AM,21400312,250
ES1,C00216,IT0001101,13-JAN-2015 12.00.00.000000000 AM,256983,180,26-JAN-2015 12.00.00.000000000 AM,21400571,180
ES3,C00115,IT0001443,26-JAN-2015 12.00.00.000000000 AM,257003,12,28-JAN-2015 12.00.00.000000000 AM,21400622,12
ES3,C00115,IT0001481,26-JAN-2015 12.00.00.000000000 AM,257003,25,28-JAN-2015 12.00.00.000000000 AM,21400622,25
ES1,C00257,IT0001088,25-JAN-2015 12.00.00.000000000 AM,257066,320,28-JAN-2015 12.00.00.000000000 AM,21400637,160
ES1,C00257,IT0001088,25-JAN-2015 12.00.00.000000000 AM,257066,320,08-FEB-2015 12.00.00.000000000 AM,21400967,160
ES3,C00313,IT0001012,28-JAN-2015 12.00.00.000000000 AM,257086,500,29-JAN-2015 12.00.00.000000000 AM,21400694,500
ES1,C00110,IT0001471,29-JAN-2015 12.00.00.000000000 AM,257089,3,05-FEB-2015 12.00.00.000000000 AM,21400844,3
ES1,C00257,IT0001415,02-FEB-2015 12.00.00.000000000 AM,257123,20,05-FEB-2015 12.00.00.000000000 AM,21400866,20
ES1,C00240,IT0001076,16-FEB-2015 12.00.00.000000000 AM,257252,500,22-FEB-2015 12.00.00.000000000 AM,21401345,500
ES1,C00224,IT0001378,07-NOV-2014 12.00.00.000000000 AM,220867,50,09-JAN-2015 12.00.00.000000000 AM,21400151,50
ES1,C00224,IT0001447,07-NOV-2014 12.00.00.000000000 AM,220867,20,09-JAN-2015 12.00.00.000000000 AM,21400151,20
ES1,C00224,IT0001468,07-NOV-2014 12.00.00.000000000 AM,220867,200,09-JAN-2015 12.00.00.000000000 AM,21400151,200
ES1,C00224,IT0001474,07-NOV-2014 12.00.00.000000000 AM,220867,25,09-JAN-2015 12.00.00.000000000 AM,21400151,25
ES1,C00224,IT0001484,07-NOV-2014 12.00.00.000000000 AM,220867,200,09-JAN-2015 12.00.00.000000000 AM,21400151,200
ES1,C00224,IT0001491,07-NOV-2014 12.00.00.000000000 AM,220867,70,09-JAN-2015 12.00.00.000000000 AM,21400151,70
ES1,C00225,IT0001230,23-NOV-2014 12.00.00.000000000 AM,220874,120,10-FEB-2015 12.00.00.000000000 AM,21400984,60
ES1,C00225,IT0001230,23-NOV-2014 12.00.00.000000000 AM,220874,120,18-FEB-2015 12.00.00.000000000 AM,21401212,60
ES1,C00225,IT0001513,23-NOV-2014 12.00.00.000000000 AM,220874,22,18-FEB-2015 12.00.00.000000000 AM,21401212,22
ES1,C00225,IT0001233,23-NOV-2014 12.00.00.000000000 AM,220874,30,10-FEB-2015 12.00.00.000000000 AM,21400984,30
ES1,C00225,IT0001512,23-NOV-2014 12.00.00.000000000 AM,220874,168,10-FEB-2015 12.00.00.000000000 AM,21400984,168
ES1,C00225,IT0001515,23-NOV-2014 12.00.00.000000000 AM,220874,12,13-JAN-2015 12.00.00.000000000 AM,21400255,12
ES1,C00225,IT0001223,23-NOV-2014 12.00.00.000000000 AM,220874,100,18-FEB-2015 12.00.00.000000000 AM,21401212,100
ES1,C00223,IT0001499,30-DEC-2014 12.00.00.000000000 AM,220891,125,13-JAN-2015 12.00.00.000000000 AM,21400249,125
ES1,C00223,IT0001162,05-JAN-2015 12.00.00.000000000 AM,220892,500,13-JAN-2015 12.00.00.000000000 AM,21400250,240
ES1,C00101,IT0001088,06-JAN-2015 12.00.00.000000000 AM,256929,160,08-JAN-2015 12.00.00.000000000 AM,21400157,160
ES3,C00316,IT0001076,06-JAN-2015 12.00.00.000000000 AM,256931,250,08-JAN-2015 12.00.00.000000000 AM,21400144,250
ES3,C00316,IT0001088,06-JAN-2015 12.00.00.000000000 AM,256931,480,08-JAN-2015 12.00.00.000000000 AM,21400144,160
ES3,C00316,IT0001088,06-JAN-2015 12.00.00.000000000 AM,256931,480,08-JAN-2015 12.00.00.000000000 AM,21400144,320
ES3,C00127,IT0001012,06-JAN-2015 12.00.00.000000000 AM,256932,1500,08-JAN-2015 12.00.00.000000000 AM,21400161,750
ES3,C00127,IT0001012,06-JAN-2015 12.00.00.000000000 AM,256932,1500,27-JAN-2015 12.00.00.000000000 AM,21400605,750
ES1,C00143,IT0001481,06-JAN-2015 12.00.00.000000000 AM,256935,150,08-JAN-2015 12.00.00.000000000 AM,21400162,150
ES1,C00110,IT0001076,06-JAN-2015 12.00.00.000000000 AM,256936,750,27-JAN-2015 12.00.00.000000000 AM,21400602,500
ES1,C00110,IT0001076,06-JAN-2015 12.00.00.000000000 AM,256936,750,02-FEB-2015 12.00.00.000000000 AM,21400749,250
ES1,C00110,IT0001088,06-JAN-2015 12.00.00.000000000 AM,256936,320,18-FEB-2015 12.00.00.000000000 AM,21401237,160
ES1,C00110,IT0001088,06-JAN-2015 12.00.00.000000000 AM,256936,320,20-FEB-2015 12.00.00.000000000 AM,21401306,160
ES1,C00110,IT0001028,06-JAN-2015 12.00.00.000000000 AM,256936,180,19-JAN-2015 12.00.00.000000000 AM,21400402,180
ES1,C00110,IT0001033,06-JAN-2015 12.00.00.000000000 AM,256936,130,14-JAN-2015 12.00.00.000000000 AM,21400268,130
ES1,C00110,IT0001113,06-JAN-2015 12.00.00.000000000 AM,256936,72,21-JAN-2015 12.00.00.000000000 AM,21400466,72
ES1,C00224,IT0001478,14-JAN-2015 12.00.00.000000000 AM,220894,100,08-FEB-2015 12.00.00.000000000 AM,21400916,50
ES1,C00224,IT0001122,19-FEB-2015 12.00.00.000000000 AM,220916,200,24-FEB-2015 12.00.00.000000000 AM,21401387,200
ES1,C00224,IT0001128,19-FEB-2015 12.00.00.000000000 AM,220916,104,25-FEB-2015 12.00.00.000000000 AM,21401436,104
ES1,C00224,IT0001131,19-FEB-2015 12.00.00.000000000 AM,220916,100,24-FEB-2015 12.00.00.000000000 AM,21401387,100
ES1,C00224,IT0001124,19-FEB-2015 12.00.00.000000000 AM,220916,20,25-FEB-2015 12.00.00.000000000 AM,21401436,20
ES1,C00224,IT0001130,19-FEB-2015 12.00.00.000000000 AM,220916,10,25-FEB-2015 12.00.00.000000000 AM,21401436,10
ES1,C00224,IT0001384,19-FEB-2015 12.00.00.000000000 AM,220916,80,25-FEB-2015 12.00.00.000000000 AM,21401436,80
ES1,C00225,IT0001226,29-OCT-2014 12.00.00.000000000 AM,220865,624,06-JAN-2015 12.00.00.000000000 AM,21400061,104
ES1,C00225,IT0001516,29-OCT-2014 12.00.00.000000000 AM,220865,16,06-JAN-2015 12.00.00.000000000 AM,21400061,16
ES1,C00225,IT0001225,29-OCT-2014 12.00.00.000000000 AM,220865,208,13-JAN-2015 12.00.00.000000000 AM,21400254,208
ES1,C00230,IT0001385,05-DEC-2014 12.00.00.000000000 AM,220885,217,04-JAN-2015 12.00.00.000000000 AM,21400021,217
ES1,C00224,IT0001387,14-JAN-2015 12.00.00.000000000 AM,220893,100,08-FEB-2015 12.00.00.000000000 AM,21400915,60
ES1,C00224,IT0001122,14-JAN-2015 12.00.00.000000000 AM,220893,300,25-FEB-2015 12.00.00.000000000 AM,21401435,96
ES1,C00225,IT0001229,29-OCT-2014 12.00.00.000000000 AM,220865,121,10-FEB-2015 12.00.00.000000000 AM,21400983,121
ES1,C00224,IT0001412,07-NOV-2014 12.00.00.000000000 AM,220867,20,09-JAN-2015 12.00.00.000000000 AM,21400151,20
ES1,C00224,IT0001427,07-NOV-2014 12.00.00.000000000 AM,220867,20,09-JAN-2015 12.00.00.000000000 AM,21400151,20
ES1,C00224,IT0001119,07-NOV-2014 12.00.00.000000000 AM,220867,8,09-JAN-2015 12.00.00.000000000 AM,21400151,8
ES1,C00224,IT0001368,07-NOV-2014 12.00.00.000000000 AM,220867,100,09-JAN-2015 12.00.00.000000000 AM,21400151,100
ES1,C00224,IT0001412,14-JAN-2015 12.00.00.000000000 AM,220893,60,25-FEB-2015 12.00.00.000000000 AM,21401435,60
ES1,C00225,IT0001244,19-OCT-2014 12.00.00.000000000 AM,220860,35,26-JAN-2015 12.00.00.000000000 AM,21400534,35
ES1,C00225,IT0001240,19-OCT-2014 12.00.00.000000000 AM,220860,120,18-FEB-2015 12.00.00.000000000 AM,21401210,120
ES1,C00224,IT0001185,26-FEB-2015 12.00.00.000000000 AM,220919,40,27-FEB-2015 12.00.00.000000000 AM,21401491,40
ES1,C00224,IT0001427,14-JAN-2015 12.00.00.000000000 AM,220893,60,25-FEB-2015 12.00.00.000000000 AM,21401435,8
ES1,C00224,IT0001119,14-JAN-2015 12.00.00.000000000 AM,220893,6,25-FEB-2015 12.00.00.000000000 AM,21401435,6
ES1,C00225,IT0001527,03-DEC-2014 12.00.00.000000000 AM,220883,180,18-FEB-2015 12.00.00.000000000 AM,21401214,36
ES1,C00224,IT0001081,19-FEB-2015 12.00.00.000000000 AM,220916,160,25-FEB-2015 12.00.00.000000000 AM,21401436,160
ES1,C00224,IT0001119,19-FEB-2015 12.00.00.000000000 AM,220916,13,25-FEB-2015 12.00.00.000000000 AM,21401436,13
ES1,C00224,IT0001121,19-FEB-2015 12.00.00.000000000 AM,220916,8,25-FEB-2015 12.00.00.000000000 AM,21401436,8
ES1,C00224,IT0001468,19-FEB-2015 12.00.00.000000000 AM,220916,134,24-FEB-2015 12.00.00.000000000 AM,21401387,134
ES1,C00224,IT0001478,19-FEB-2015 12.00.00.000000000 AM,220916,150,24-FEB-2015 12.00.00.000000000 AM,21401387,150
ES1,C00224,IT0001484,19-FEB-2015 12.00.00.000000000 AM,220916,50,24-FEB-2015 12.00.00.000000000 AM,21401387,50
ES1,C00224,IT0001491,19-FEB-2015 12.00.00.000000000 AM,220916,50,25-FEB-2015 12.00.00.000000000 AM,21401436,50
ES1,C00224,IT0001352,19-FEB-2015 12.00.00.000000000 AM,220916,8,25-FEB-2015 12.00.00.000000000 AM,21401436,8
ES1,C00224,IT0001354,19-FEB-2015 12.00.00.000000000 AM,220916,8,25-FEB-2015 12.00.00.000000000 AM,21401436,8
ES1,C00224,IT0001360,19-FEB-2015 12.00.00.000000000 AM,220916,4,25-FEB-2015 12.00.00.000000000 AM,21401436,4
ES1,C00224,IT0001403,19-FEB-2015 12.00.00.000000000 AM,220916,12,25-FEB-2015 12.00.00.000000000 AM,21401436,12
ES1,C00224,IT0001410,19-FEB-2015 12.00.00.000000000 AM,220916,86,25-FEB-2015 12.00.00.000000000 AM,21401436,86
ES1,C00224,IT0001427,19-FEB-2015 12.00.00.000000000 AM,220916,27,25-FEB-2015 12.00.00.000000000 AM,21401436,27
ES1,C00225,IT0001230,19-OCT-2014 12.00.00.000000000 AM,220859,120,10-FEB-2015 12.00.00.000000000 AM,21400982,120
ES1,C00225,IT0001226,19-OCT-2014 12.00.00.000000000 AM,220859,624,10-FEB-2015 12.00.00.000000000 AM,21400982,624
ES1,C00225,IT0001512,19-OCT-2014 12.00.00.000000000 AM,220859,168,13-JAN-2015 12.00.00.000000000 AM,21400252,168
ES1,C00224,IT0001093,14-JAN-2015 12.00.00.000000000 AM,220893,500,08-FEB-2015 12.00.00.000000000 AM,21400915,200
ES1,C00223,IT0001159,01-FEB-2015 12.00.00.000000000 AM,220902,36,20-FEB-2015 12.00.00.000000000 AM,21401292,36
ES1,C00225,IT0001241,03-DEC-2014 12.00.00.000000000 AM,220883,2000,26-FEB-2015 12.00.00.000000000 AM,21401440,884
ES1,C00223,IT0001162,05-JAN-2015 12.00.00.000000000 AM,220892,500,29-JAN-2015 12.00.00.000000000 AM,21400655,260
ES1,C00224,IT0001081,14-JAN-2015 12.00.00.000000000 AM,220893,600,08-FEB-2015 12.00.00.000000000 AM,21400915,315
ES1,C00223,IT0001162,19-JAN-2015 12.00.00.000000000 AM,220898,100,29-JAN-2015 12.00.00.000000000 AM,21400656,100
ES1,C00223,IT0001162,01-FEB-2015 12.00.00.000000000 AM,220902,200,20-FEB-2015 12.00.00.000000000 AM,21401292,200
ES1,C00223,IT0001151,01-FEB-2015 12.00.00.000000000 AM,220902,400,20-FEB-2015 12.00.00.000000000 AM,21401292,208
ES1,C00206,IT0001016,03-APR-2014 12.00.00.000000000 AM,219955,4000,25-FEB-2015 12.00.00.000000000 AM,21401408,1250
ES1,C00225,IT0001241,23-NOV-2014 12.00.00.000000000 AM,220875,400,18-FEB-2015 12.00.00.000000000 AM,21401213,400
ES1,C00225,IT0001239,23-NOV-2014 12.00.00.000000000 AM,220875,500,18-FEB-2015 12.00.00.000000000 AM,21401213,500
ES1,C00232,IT0001420,10-NOV-2015 12.00.00.000000000 AM,221002,2,10-JAN-2016 12.00.00.000000000 AM,21500154,2
ES1,C00232,IT0001438,10-NOV-2015 12.00.00.000000000 AM,221002,2,10-JAN-2016 12.00.00.000000000 AM,21500154,2
ES1,C00232,IT0001356,10-NOV-2015 12.00.00.000000000 AM,221002,4,10-JAN-2016 12.00.00.000000000 AM,21500154,4
ES1,C00224,IT0001412,20-DEC-2015 12.00.00.000000000 AM,221019,20,07-JAN-2016 12.00.00.000000000 AM,21500074,8
ES1,C00224,IT0001412,20-DEC-2015 12.00.00.000000000 AM,221019,20,11-FEB-2016 12.00.00.000000000 AM,21501104,12
ES1,C00224,IT0001410,20-DEC-2015 12.00.00.000000000 AM,221019,20,07-JAN-2016 12.00.00.000000000 AM,21500074,20
ES1,C00224,IT0001427,20-DEC-2015 12.00.00.000000000 AM,221019,54,11-FEB-2016 12.00.00.000000000 AM,21501104,54
ES1,C00225,IT0001233,06-NOV-2015 12.00.00.000000000 AM,220999,90,06-JAN-2016 12.00.00.000000000 AM,21500032,90
ES1,C00225,IT0001521,06-NOV-2015 12.00.00.000000000 AM,221000,585,06-JAN-2016 12.00.00.000000000 AM,21500033,585
ES1,C00232,IT0001375,10-NOV-2015 12.00.00.000000000 AM,221002,59,10-JAN-2016 12.00.00.000000000 AM,21500154,59
ES1,C00232,IT0001094,10-NOV-2015 12.00.00.000000000 AM,221002,14,10-JAN-2016 12.00.00.000000000 AM,21500154,14
ES1,C00232,IT0001413,10-NOV-2015 12.00.00.000000000 AM,221002,19,10-JAN-2016 12.00.00.000000000 AM,21500154,19
ES1,C00232,IT0001428,10-NOV-2015 12.00.00.000000000 AM,221002,34,10-JAN-2016 12.00.00.000000000 AM,21500154,34
ES1,C00224,IT0001387,20-DEC-2015 12.00.00.000000000 AM,221019,200,07-JAN-2016 12.00.00.000000000 AM,21500074,82
ES1,C00224,IT0001387,20-DEC-2015 12.00.00.000000000 AM,221019,200,11-FEB-2016 12.00.00.000000000 AM,21501104,118
ES1,C00224,IT0001138,20-DEC-2015 12.00.00.000000000 AM,221019,60,07-JAN-2016 12.00.00.000000000 AM,21500074,60
ES1,C00224,IT0001446,20-DEC-2015 12.00.00.000000000 AM,221019,12,07-JAN-2016 12.00.00.000000000 AM,21500074,12
ES1,C00232,IT0001380,10-NOV-2015 12.00.00.000000000 AM,221002,59,10-JAN-2016 12.00.00.000000000 AM,21500154,59
ES1,C00232,IT0001370,10-NOV-2015 12.00.00.000000000 AM,221002,84,10-JAN-2016 12.00.00.000000000 AM,21500154,84
ES1,C00224,IT0001468,20-DEC-2015 12.00.00.000000000 AM,221019,200,07-JAN-2016 12.00.00.000000000 AM,21500074,200
ES1,C00224,IT0001482,20-DEC-2015 12.00.00.000000000 AM,221019,50,07-JAN-2016 12.00.00.000000000 AM,21500074,25
