,ORDERDATE,DELIVEREDQUANTITY
46247,09-08-2017,500
46248,09-08-2017,500
46249,09-08-2017,500
46274,09-08-2017,500
46275,09-08-2017,750
46276,09-08-2017,250
46279,09-08-2017,250
46280,09-08-2017,500
46281,09-08-2017,500
46339,10-08-2017,500
46340,10-08-2017,750
46346,10-08-2017,500
46374,10-08-2017,1000
46384,10-08-2017,250
46385,10-08-2017,500
46387,10-08-2017,250
46409,11-08-2017,250
46453,13-08-2017,500
46454,13-08-2017,250
46460,13-08-2017,2000
46476,13-08-2017,750
46477,13-08-2017,500
46478,13-08-2017,500
46482,13-08-2017,500
46483,13-08-2017,250
46500,13-08-2017,500
46501,13-08-2017,750
46502,13-08-2017,250
46503,13-08-2017,750
46504,13-08-2017,500
46505,13-08-2017,1500
46506,13-08-2017,750
46522,14-08-2017,500
46539,14-08-2017,500
46542,14-08-2017,250
46561,14-08-2017,500
46587,15-08-2017,1250
46588,15-08-2017,500
46589,15-08-2017,750
46605,15-08-2017,500
46607,15-08-2017,1250
46608,15-08-2017,750
46609,15-08-2017,250
46613,15-08-2017,750
46614,15-08-2017,250
46615,15-08-2017,250
46616,15-08-2017,1000
46617,15-08-2017,250
46622,15-08-2017,250
46625,15-08-2017,750
46626,15-08-2017,500
46660,16-08-2017,250
46669,16-08-2017,500
46670,16-08-2017,500
46671,16-08-2017,250
46690,16-08-2017,250
46732,18-08-2017,250
46733,18-08-2017,750
46734,18-08-2017,500
46758,18-08-2017,500
46759,18-08-2017,250
46760,18-08-2017,750
46761,18-08-2017,500
46774,18-08-2017,500
46775,18-08-2017,250
46800,20-08-2017,750
46801,20-08-2017,250
46803,20-08-2017,750
46831,21-08-2017,1000
46840,21-08-2017,500
46852,22-08-2017,750
46853,22-08-2017,500
46854,22-08-2017,250
46932,24-08-2017,500
46959,25-08-2017,250
46960,25-08-2017,250
46997,27-08-2017,250
46998,27-08-2017,250
46999,27-08-2017,750
47000,27-08-2017,250
47030,27-08-2017,1000
47031,27-08-2017,750
47032,27-08-2017,1000
47033,27-08-2017,250
47041,28-08-2017,500
47043,28-08-2017,500
47096,29-08-2017,500
47097,29-08-2017,250
47098,29-08-2017,750
47099,29-08-2017,500
47103,29-08-2017,500
47158,29-08-2017,250
47159,29-08-2017,250
47160,29-08-2017,500
47184,29-08-2017,250
47185,29-08-2017,250
47186,29-08-2017,250
47187,29-08-2017,250
47214,30-08-2017,250
47215,30-08-2017,250
47216,30-08-2017,500
47246,31-08-2017,250
47276,01-09-2017,250
47277,01-09-2017,250
47297,04-09-2017,1000
47298,04-09-2017,1000
47300,04-09-2017,1000
47301,04-09-2017,1000
47302,04-09-2017,250
47305,04-09-2017,1250
47317,04-09-2017,250
47318,04-09-2017,250
47319,04-09-2017,250
47320,04-09-2017,750
47354,05-09-2017,1000
47362,05-09-2017,250
47367,05-09-2017,500
47368,05-09-2017,500
47369,05-09-2017,250
47387,06-09-2017,750
47410,06-09-2017,250
47414,06-09-2017,1000
47415,06-09-2017,250
47419,06-09-2017,250
47420,06-09-2017,1750
47426,07-09-2017,250
47433,07-09-2017,500
47434,07-09-2017,500
47435,07-09-2017,250
47440,07-09-2017,750
47441,07-09-2017,750
47442,07-09-2017,1000
47443,07-09-2017,750
47444,07-09-2017,250
47445,07-09-2017,500
47446,07-09-2017,250
47447,07-09-2017,500
47448,07-09-2017,500
47450,07-09-2017,250
47490,07-09-2017,250
47513,08-09-2017,500
47514,08-09-2017,500
47515,08-09-2017,250
47540,08-09-2017,250
47541,08-09-2017,250
47569,14-09-2017,250
47571,14-09-2017,250
47572,14-09-2017,750
47573,14-09-2017,500
47574,14-09-2017,250
47576,14-09-2017,500
47577,14-09-2017,250
47593,14-09-2017,250
47610,14-09-2017,1000
47611,14-09-2017,500
47628,14-09-2017,500
47629,14-09-2017,500
47630,14-09-2017,750
47631,14-09-2017,750
47663,14-09-2017,1000
47664,14-09-2017,500
47672,14-09-2017,500
47715,14-09-2017,10
47733,14-09-2017,250
47734,14-09-2017,250
47736,14-09-2017,500
47737,14-09-2017,500
47738,14-09-2017,250
47739,14-09-2017,500
47740,14-09-2017,250
47796,18-09-2017,1000
47797,18-09-2017,1250
47798,18-09-2017,250
47826,18-09-2017,750
47827,18-09-2017,500
47828,18-09-2017,1250
47840,18-09-2017,500
47847,19-09-2017,250
47848,19-09-2017,750
47874,19-09-2017,750
47875,19-09-2017,500
47904,20-09-2017,250
47905,20-09-2017,250
47906,20-09-2017,250
47921,20-09-2017,1000
47922,20-09-2017,1250
47923,20-09-2017,250
47924,20-09-2017,500
47929,20-09-2017,250
47930,20-09-2017,500
47931,20-09-2017,750
47932,20-09-2017,250
47959,20-09-2017,500
47997,21-09-2017,500
48021,21-09-2017,1750
48027,21-09-2017,250
48028,21-09-2017,250
48029,21-09-2017,500
48030,21-09-2017,250
48031,21-09-2017,250
48041,21-09-2017,250
48070,22-09-2017,250
48082,22-09-2017,750
48102,22-09-2017,500
48103,22-09-2017,250
48104,22-09-2017,500
48114,22-09-2017,500
48141,25-09-2017,250
48144,25-09-2017,1000
48145,25-09-2017,500
48146,25-09-2017,750
48147,25-09-2017,250
48157,25-09-2017,250
48158,25-09-2017,1250
48159,25-09-2017,500
48160,25-09-2017,750
48183,26-09-2017,500
48184,26-09-2017,500
48214,27-09-2017,500
48215,27-09-2017,500
48216,27-09-2017,1000
48217,27-09-2017,250
48244,27-09-2017,500
48245,27-09-2017,500
48246,27-09-2017,500
48247,27-09-2017,500
48248,27-09-2017,750
48249,27-09-2017,500
48250,27-09-2017,500
48298,29-09-2017,250
48299,29-09-2017,1000
48300,29-09-2017,750
48301,29-09-2017,500
48302,29-09-2017,500
48303,29-09-2017,1000
48304,29-09-2017,750
48305,29-09-2017,750
48306,29-09-2017,500
48307,29-09-2017,1000
48308,29-09-2017,250
48309,29-09-2017,250
48339,01-10-2017,250
48343,01-10-2017,750
48344,01-10-2017,500
48345,01-10-2017,250
48346,01-10-2017,1000
48347,01-10-2017,500
48373,01-10-2017,750
48374,01-10-2017,250
48375,01-10-2017,250
48393,03-10-2017,250
48396,03-10-2017,250
48397,03-10-2017,250
48398,03-10-2017,250
48399,03-10-2017,500
48400,03-10-2017,250
48401,03-10-2017,750
48402,03-10-2017,250
48404,03-10-2017,250
48407,03-10-2017,500
48412,03-10-2017,1750
48451,04-10-2017,1000
48452,04-10-2017,500
48467,05-10-2017,500
48473,05-10-2017,500
48474,05-10-2017,250
48502,06-10-2017,1000
48512,06-10-2017,1000
48529,06-10-2017,250
48530,06-10-2017,250
48531,06-10-2017,750
48552,09-10-2017,500
48559,09-10-2017,500
48560,09-10-2017,500
48561,09-10-2017,500
48562,09-10-2017,750
48563,09-10-2017,750
48564,09-10-2017,500
48574,09-10-2017,500
48582,09-10-2017,500
48644,10-10-2017,250
48645,10-10-2017,500
48646,10-10-2017,500
48656,11-10-2017,250
48657,11-10-2017,500
48658,11-10-2017,500
48659,11-10-2017,500
48668,11-10-2017,250
48693,11-10-2017,250
48694,11-10-2017,250
48695,11-10-2017,500
48696,11-10-2017,500
48697,11-10-2017,500
48698,11-10-2017,250
48708,12-10-2017,1000
48709,12-10-2017,750
48710,12-10-2017,250
48745,13-10-2017,1000
48766,13-10-2017,750
48767,13-10-2017,750
48770,13-10-2017,500
48771,13-10-2017,250
48772,13-10-2017,250
48802,13-10-2017,1000
48803,13-10-2017,500
48804,15-10-2017,1000
48816,15-10-2017,250
48841,16-10-2017,500
48842,16-10-2017,250
48876,16-10-2017,250
48878,16-10-2017,750
48880,16-10-2017,250
48881,16-10-2017,250
48882,16-10-2017,500
48883,16-10-2017,250
48884,16-10-2017,500
48885,16-10-2017,250
48900,17-10-2017,1000
48901,17-10-2017,500
48902,17-10-2017,1000
48905,17-10-2017,250
48906,17-10-2017,500
48907,17-10-2017,250
48908,17-10-2017,500
48909,17-10-2017,250
48910,17-10-2017,250
48951,17-10-2017,250
48952,17-10-2017,250
48953,17-10-2017,250
48954,17-10-2017,500
48955,17-10-2017,250
48956,17-10-2017,250
48990,18-10-2017,500
48991,18-10-2017,1000
48992,18-10-2017,500
48993,18-10-2017,500
48994,18-10-2017,500
48997,18-10-2017,250
49009,18-10-2017,500
49010,18-10-2017,1000
49011,18-10-2017,1000
49012,18-10-2017,500
49017,18-10-2017,1000
49018,18-10-2017,750
49019,18-10-2017,1000
49020,18-10-2017,1000
49021,18-10-2017,250
49057,19-10-2017,500
49058,19-10-2017,250
49077,20-10-2017,500
49079,20-10-2017,250
49159,24-10-2017,500
49162,24-10-2017,500
49163,24-10-2017,250
49164,24-10-2017,250
49165,24-10-2017,250
49166,24-10-2017,250
49169,24-10-2017,250
49178,24-10-2017,250
49179,24-10-2017,750
49181,24-10-2017,500
49211,25-10-2017,1000
49212,25-10-2017,500
49213,25-10-2017,750
49214,25-10-2017,250
49225,25-10-2017,750
49226,25-10-2017,1000
49228,25-10-2017,250
49229,25-10-2017,500
49259,25-10-2017,250
49260,25-10-2017,250
49261,25-10-2017,500
49262,25-10-2017,500
49263,25-10-2017,500
49292,26-10-2017,500
49293,26-10-2017,750
49294,26-10-2017,500
49295,26-10-2017,250
49337,27-10-2017,1000
49338,27-10-2017,250
49341,27-10-2017,1000
49342,27-10-2017,750
49343,27-10-2017,250
49344,27-10-2017,1000
49380,27-10-2017,500
49383,27-10-2017,1000
49384,27-10-2017,500
49385,27-10-2017,500
49456,30-10-2017,500
49457,30-10-2017,250
49458,30-10-2017,250
49473,30-10-2017,500
49492,31-10-2017,500
49493,31-10-2017,250
49494,31-10-2017,500
49515,31-10-2017,1000
49541,01-11-2017,500
49544,01-11-2017,250
49545,01-11-2017,500
49546,01-11-2017,250
49547,01-11-2017,500
49554,01-11-2017,500
49564,01-11-2017,250
49565,01-11-2017,500
49566,01-11-2017,250
49567,01-11-2017,250
49573,01-11-2017,750
49579,01-11-2017,750
49580,01-11-2017,250
49581,01-11-2017,250
49591,02-11-2017,250
49598,02-11-2017,250
49601,02-11-2017,250
49602,02-11-2017,250
49605,02-11-2017,1250
49606,02-11-2017,1000
49607,02-11-2017,250
49610,02-11-2017,250
49613,02-11-2017,250
49633,02-11-2017,250
49655,03-11-2017,500
49656,03-11-2017,500
49668,03-11-2017,500
49671,03-11-2017,250
49697,03-11-2017,2000
49710,06-11-2017,500
49711,06-11-2017,500
49712,06-11-2017,750
49713,06-11-2017,500
49714,06-11-2017,250
49715,06-11-2017,500
49725,06-11-2017,250
49780,07-11-2017,250
49794,08-11-2017,500
49795,08-11-2017,250
49817,08-11-2017,250
49823,08-11-2017,250
49833,09-11-2017,750
49834,09-11-2017,500
49835,09-11-2017,500
49836,09-11-2017,500
49837,09-11-2017,250
49842,09-11-2017,1000
49877,10-11-2017,500
49878,10-11-2017,250
49897,10-11-2017,250
49898,10-11-2017,500
49903,12-11-2017,1000
49904,12-11-2017,750
49905,12-11-2017,250
49913,12-11-2017,250
49918,12-11-2017,750
49937,13-11-2017,500
49938,13-11-2017,500
49939,13-11-2017,750
49940,13-11-2017,250
49954,13-11-2017,500
49974,13-11-2017,250
49975,13-11-2017,750
49976,13-11-2017,500
49977,13-11-2017,500
49992,13-11-2017,750
49993,13-11-2017,500
50007,13-11-2017,250
50008,13-11-2017,250
50009,13-11-2017,1000
50021,14-11-2017,250
50073,16-11-2017,500
50085,16-11-2017,500
50086,16-11-2017,500
50087,16-11-2017,500
50101,16-11-2017,1000
50104,16-11-2017,250
50125,16-11-2017,500
50135,16-11-2017,250
50142,16-11-2017,500
50143,16-11-2017,500
50144,16-11-2017,250
50145,16-11-2017,500
50151,17-11-2017,500
50152,17-11-2017,1000
50153,17-11-2017,250
50154,17-11-2017,500
50155,17-11-2017,250
50176,20-11-2017,500
50177,20-11-2017,500
50179,20-11-2017,1000
50180,20-11-2017,1000
50181,20-11-2017,250
50182,20-11-2017,750
50183,20-11-2017,750
50185,20-11-2017,1500
50186,20-11-2017,500
50193,20-11-2017,500
50195,20-11-2017,250
50200,20-11-2017,2000
50201,20-11-2017,500
50215,20-11-2017,1250
50216,20-11-2017,750
50248,21-11-2017,1000
50249,21-11-2017,750
50250,21-11-2017,1000
50251,21-11-2017,250
50261,21-11-2017,500
50262,21-11-2017,500
50286,21-11-2017,250
50291,21-11-2017,100
50309,22-11-2017,250
50383,24-11-2017,750
50435,27-11-2017,500
50436,27-11-2017,250
50453,27-11-2017,750
50463,27-11-2017,750
50488,27-11-2017,500
50489,27-11-2017,500
50490,27-11-2017,500
50492,27-11-2017,500
50493,27-11-2017,250
50494,27-11-2017,500
50515,28-11-2017,1000
50516,28-11-2017,250
50517,28-11-2017,250
50518,28-11-2017,250
50560,28-11-2017,500
50561,28-11-2017,750
50562,28-11-2017,250
50563,28-11-2017,750
50564,28-11-2017,250
50583,28-11-2017,1000
50584,28-11-2017,500
50585,28-11-2017,1000
50602,29-11-2017,1000
50603,29-11-2017,750
50604,29-11-2017,250
50611,29-11-2017,750
50612,29-11-2017,750
50619,29-11-2017,250
50620,29-11-2017,1000
50623,29-11-2017,1500
50624,29-11-2017,250
50625,29-11-2017,500
50626,29-11-2017,250
50632,29-11-2017,1000
50633,29-11-2017,500
50634,29-11-2017,250
50635,29-11-2017,750
50636,29-11-2017,500
50637,29-11-2017,1000
50665,30-11-2017,500
50666,30-11-2017,750
50669,30-11-2017,500
50684,04-12-2017,500
50685,04-12-2017,750
50686,04-12-2017,1250
50689,04-12-2017,1000
50690,04-12-2017,250
50734,05-12-2017,250
50735,05-12-2017,250
50748,05-12-2017,250
50766,06-12-2017,500
50771,06-12-2017,250
50780,06-12-2017,1000
50787,06-12-2017,500
50798,07-12-2017,750
50801,07-12-2017,500
50812,07-12-2017,500
50831,07-12-2017,250
50843,08-12-2017,250
50844,08-12-2017,250
50873,10-12-2017,500
50876,10-12-2017,500
50877,10-12-2017,500
50890,12-12-2017,750
50891,12-12-2017,250
50892,12-12-2017,500
50906,12-12-2017,250
50913,12-12-2017,1000
50914,12-12-2017,500
50915,12-12-2017,500
50951,13-12-2017,1250
50978,14-12-2017,250
50980,14-12-2017,500
50983,15-12-2017,500
50984,15-12-2017,750
50985,15-12-2017,250
50994,15-12-2017,1000
50995,15-12-2017,750
50997,15-12-2017,500
51016,18-12-2017,1500
51033,18-12-2017,250
51034,18-12-2017,1000
51035,18-12-2017,1000
51040,18-12-2017,1000
51041,18-12-2017,1000
51042,18-12-2017,500
51043,18-12-2017,500
51044,18-12-2017,250
51061,19-12-2017,250
51064,19-12-2017,500
51074,19-12-2017,750
51078,19-12-2017,500
51087,19-12-2017,250
51115,20-12-2017,1000
51120,20-12-2017,250
51125,20-12-2017,750
51137,20-12-2017,750
51138,20-12-2017,500
51143,20-12-2017,750
51144,20-12-2017,500
51145,20-12-2017,750
51147,21-12-2017,1000
51165,21-12-2017,1000
51166,21-12-2017,1500
51173,21-12-2017,250
51207,24-12-2017,250
51221,24-12-2017,250
51232,24-12-2017,500
51233,24-12-2017,750
51235,25-12-2017,500
51237,25-12-2017,250
51252,26-12-2017,250
51262,28-12-2017,250
